title,aid,link,createtime,desc,ownertoken,like,coin,reply,share,favorite,view,danmaku
【梗百科】里奥·哟西是啥梗？梅西发生啥事？,1100257544,https://www.bilibili.com/video/BV1QA4m1V7W8,1707366503,"还有很多细节我们并不知道，只能等后续咯
CV：吱毛 文案：派大星 后期：谢华鑫
若发现视频中存在问题,欢迎附上能证明问题的材料,发邮件到gengwiki@sina.com,一经查实会给予第一位抓虫的朋友纠错辛苦费，希望能和大家一起做出更好更全面的梗科普类节目",1544008396,70580,1767,3826,5272,6130,1524251,1419
不仅仅只是进球绝杀，梅西还摧毁了皇马的中场防守体系,555670245,https://www.bilibili.com/video/BV1ov4y1T7fF,1657189943,梅西对阵皇马表现赏析；,334932680,17418,4355,903,985,3744,509998,1497
姆 巴 佩 单 杀 梅 西,1800400295,https://www.bilibili.com/video/BV1ht421p7Bv,1707369844,"战神4MOD
姆 巴 佩 单 杀 梅 西",335018286,37780,1375,484,3155,4518,257467,873
日本的无资格医生治好了梅西的脚伤,1250279942,https://www.bilibili.com/video/BV1vJ4m147XT,1707205843,-,3546600060225996,3669,162,175,678,510,63044,95
“门将：扑救可以有很多次，但拥抱梅西就这一次.”,678525592,https://www.bilibili.com/video/BV1gm4y1f7jJ,1643386092,-,648115335,47579,393,237,1313,5647,1184082,144
3月12日最新的梅西一条post INS评论区依然被C罗动图支配刷屏,1201686506,https://www.bilibili.com/video/BV1DF4m1F7Vt,1710251548,呦西自己都自身难保天天被造梗整活 呦西迷还靠黑C罗高潮真是搞笑,3493120402524456,48,2,53,4,8,6559,12
裸男冲进球场袭击梅西，梅西竟这样对待他！,818584982,https://www.bilibili.com/video/BV1rG4y137jR,1670669883,裸男冲进球场袭击梅西，梅西竟这样对待他！这样的梅西你怎能不爱！,394309775,15351,251,238,123,969,548912,143
梅西的球迷只会在评论区意淫！,1401237152,https://www.bilibili.com/video/BV1Dr421p74i,1709278305,-,674449444,434,99,244,1,44,7937,30
阿根廷2-0墨西哥！梅西贴地斩，连场进球，巨星是如何改变战局的！,690548618,https://www.bilibili.com/video/BV1x24y1C7PB,1669499705,-,432174249,58687,6023,2560,1277,2861,2081870,1801
梅西:你们都跑啥，一起溜达呀,988167335,https://www.bilibili.com/video/BV1w44y1Q75Z,1669879321,-,414921965,48796,1052,982,4295,6321,1549914,634
看看足坛名宿是如何评价梅西的,927033073,https://www.bilibili.com/video/BV1QT4y1w74h,1599711392,,270912252,2539,95,88,112,759,252998,61
梅西谈“给你俩窝窝”：那一刻积攒的情绪爆发了，可我不喜欢这样,657333794,https://www.bilibili.com/video/BV12h4y1X7gk,1686839551,,456664753,127896,1815,920,899,5371,1638934,808
内马尔梅西：超甜友谊,391106494,https://www.bilibili.com/video/BV1Vd4y1x74N,1670490557,为什么 #内马尔   和 #梅西   总有种旁若无人的幸福感！ #世界杯,20799076,28683,130,45,241,2092,253682,35
梅西？吆西！,1450429124,https://www.bilibili.com/video/BV1Nv42127wU,1707409433,-,1408263509,12883,20,34,24,630,108472,41
金球一响 梅西登场,1251720477,https://www.bilibili.com/video/BV1xJ4m1a7MC,1710247522,,381295780,2443,243,398,613,186,26122,40
你永远可以相信梅西的营销能力,1700524240,https://www.bilibili.com/video/BV14K421y7ni,1707794370,-,319062640,1975,108,452,79,176,45908,29
梅西和苏牙、泰勒的进球！球迷疯狂反应！迈阿密国际3-1纳什维尔,1551866310,https://www.bilibili.com/video/BV1Py421i7ZH,1710390206,-,492001718,83,6,7,0,7,1615,1
梅西在日本表演赛替补上场 日本球迷疯狂欢呼,1450422040,https://www.bilibili.com/video/BV1Gv42127gT,1707306181,北京时间2月7日晚，迈阿密国际队与神户胜利船队在日本东京进行表演赛，中国香港表演赛未上场的梅西，相隔2天后，在比赛中替补登场，全场欢呼。,328271007,9824,373,3614,1913,975,538170,1349
梅西吧现状,1250479365,https://www.bilibili.com/video/BV19J4m1s7bK,1707318263,-,13892813,565,2,150,10,50,135272,14
带男朋友去看梅西！,988352511,https://www.bilibili.com/video/BV1744y1S7Wg,1670105391,-,181737584,22788,109,206,119,577,1028850,22
大妈硬核喊话梅西：留下来，你将看到巴托梅乌的尸体,371991430,https://www.bilibili.com/video/BV1dZ4y1P7gc,1598505295,来源直播吧,67430210,4159,56,150,234,397,415819,72
我原本以为梅西已经天下无敌了，没想到有人比他还勇猛，这是谁的部将,347385173,https://www.bilibili.com/video/BV1ud4y1F7bQ,1667874271,,454627110,23921,293,405,854,929,232735,71
满血归来！C罗百米吊射刷爆世界纪录，50米长传助攻艳压梅西，利雅得胜利5:0吉达联合,1201849311,https://www.bilibili.com/video/BV1rF4m1c7Vg,1710394151,B站版权直播赛事，沙特联赛第24轮：满血归来！C罗百米吊射刷爆世界纪录，50米长传助攻艳压梅西，利雅得胜利5:0吉达联合,456249922,3194,1158,380,61,169,51111,307
梅西：听我说谢谢你！,1600377795,https://www.bilibili.com/video/BV1z2421A7GY,1707211474,-,486610116,23892,486,630,2220,1505,464156,217
大型纪录片《梅西香港行主办方退款一半》震撼播出,1500363199,https://www.bilibili.com/video/BV1wU421o7iK,1707315057,大型纪录片《梅西日本行替补登场》震撼播出,393215639,811,24,280,67,89,53248,30
地上足球：又被逆转了？皇马3：1逆转巴黎，梅西为何年年逆境？,682145709,https://www.bilibili.com/video/BV1hU4y1o7kG,1646911467,又被逆转了？皇马3：1逆转巴黎，梅西为何总是年年逆境？,550674844,38435,38304,5184,14712,7875,1296550,11195
巴萨出局 全场高喊梅西这一刻你是否会想起他。。。。。。,432086668,https://www.bilibili.com/video/BV1pG411A7f8,1666888587,-,247277696,8386,184,842,335,1165,621761,256
梅西最爱的家乡菜！~【名人爱吃啥！？】,747056209,https://www.bilibili.com/video/BV1tC4y157en,1697095148,壹东古董食堂【名人爱吃啥】系列，带你品味历史上各位名人的心头好！~,291413240,14026,194,372,236,2826,272595,354
球王梅西开始卖酱香酒了，赤水河限量一万瓶！,283730816,https://www.bilibili.com/video/BV1Fc41147Nx,1704984677,-,19901805,1291,58,1435,4054,372,338820,454
德拜球迷的心路历程——论梅西为什么是一个难以令人信服的“球王”,1300293549,https://www.bilibili.com/video/BV1Cu4m1N7hC,1707382983,"祝大家新年快乐！
这些年也被不少球王粉恶心过，算是替大家出出气吧",11582322,24709,14550,6201,3348,5556,504000,4103
一闪而过的梅西，梅老板：这都能看出来？！,568879680,https://www.bilibili.com/video/BV1Qv4y1V7uc,1679459509,-,301695922,316,2,23,11,28,2448,0
梅西：这样的我真的不值得她喜欢吗？,1800404466,https://www.bilibili.com/video/BV1at421p7S2,1707483653,-,48940351,25889,1216,507,1793,1065,470333,174
ai梅西？水军洗地？盘点梅西解释视频五大疑点！,1750798891,https://www.bilibili.com/video/BV1u4421c7dM,1708421177,,181847848,1078,70,210,166,94,24178,28
梅西：感谢上帝，我的身体状况很好,915506119,https://www.bilibili.com/video/BV1du4y1C74Y,1693840724,,402576539,13737,82,190,15,300,629994,137
我算出了柯南踢球的球速等于几个梅西？b站第一人,563861454,https://www.bilibili.com/video/BV1Bv4y197W3,1671105845,真是柯学呀！,13279707,56588,2208,1328,5183,5120,1076265,1414
【王者荣耀】裴擒虎限定史诗皮肤-梅西,24692032,https://www.bilibili.com/video/BV1ZW411c71y,1528699072,【王者荣耀】裴擒虎限定史诗皮肤-梅西,57863910,12595,306,6040,2199,1271,761406,1845
球迷冲进球场拥抱梅西，梅西的举动你看懂吗？,487275080,https://www.bilibili.com/video/BV1ZN411k79X,1686878882,-,3493273098258741,982,11,393,45,166,293456,94
温馨一幕！梅西与盲人足球队踢球：看看能踢进去吗？,636971216,https://www.bilibili.com/video/BV1qb4y1x79y,1646315439,温馨一幕！梅西与盲人足球队踢球：看看能踢进去吗？,520690680,82135,58,345,39,1895,695412,18
梅西在超级碗广告，不说一句英文，真头铁，前脚刚得罪兔子 后脚又给阿美上眼药。,1800465987,https://www.bilibili.com/video/BV1Rt421h711,1707572684,时隔香港缺席风波后 梅西又在超级碗广告里未说一句英文 傲慢嘴脸连阿美网友都忍不住吐槽了。,3493079390620466,1152,6,273,23,23,26613,3
烧两件梅西的球衣,1200421761,https://www.bilibili.com/video/BV12F4m1T7oZ,1707370939,-,389614055,2229,633,618,71,107,70721,137
别洗了！梅西的腹股沟里净是傲慢,1950324011,https://www.bilibili.com/video/BV1PC41167X4,1707444741,人工智能腹股沟,510362725,46872,7097,2882,610,3184,566684,2431
逆转阿根廷幕后画面曝光！沙特主帅暴怒训话亲自示范如何防守梅西,433009636,https://www.bilibili.com/video/BV1NG411F7vW,1669341969,11月25日，沙特国家队发布爆冷逆转阿根廷比赛的幕后故事。其中一个片段显示在半场落后时，沙特主帅勒纳尔在更衣室大发雷霆，对球员对梅西的防守表示不满意，并且亲自示范如何给梅西施加压力。,328271007,18420,517,1340,5268,3080,654787,356
梅西：你们都跑啥，一起溜达呀（迈阿密篇）,617611402,https://www.bilibili.com/video/BV11h4y1K7Me,1692639749,https://twitter.com/sammy__dray/status/1693570054372175885,2953805,22820,249,549,1528,2112,256439,429
【中英机翻完整版】梅西首次回应香港行：希望以后还有机会 对战神户不确定上场,1050259704,https://www.bilibili.com/video/BV1GH4y1Y7ji,1707199305,"https://www.youtube.com/live/GAYWv0FrP7Q?si=X-5yO1HqhmHeun5L
随手搬运一下",10233622,229,4,559,27,57,215148,169
入乡随俗！阿根廷教练组被递烟后，梅西敬酒画面火了，这次还干？,229713780,https://www.bilibili.com/video/BV1Wh411T7s3,1686389056,梅西中国行！,104447620,4743,28,618,299,209,697337,128
【美职联】迈阿密国际主场2-3蒙特利尔遭首败 梅西缺阵阿尔巴进球难救主 网友赛后评分,1251639487,https://www.bilibili.com/video/BV1wJ4m1a7Um,1710127093,-,421083864,143,13,202,6,14,12378,26
红灯遇梅西，把球衣扔给他签名！,496748976,https://www.bilibili.com/video/BV1HK411Y7pt,1706181073,,1773228842,2359,19,341,44,115,91242,60
"""梅西中国刑""",827358456,https://www.bilibili.com/video/BV1Xg4y1N7ra,1686729709,盘点梅西在各国的出行情况,37982510,15763,262,1313,2645,1405,390182,177
比梅西C罗更过瘾的死敌对决！纪录片《瓜迪奥拉VS穆里尼奥》Ⅱ,845527237,https://www.bilibili.com/video/BV1Z54y1579K,1620991817,更多精彩内容请关注足球记忆！,643958569,22006,9389,1027,2290,9679,708179,6553
梅西的所作所为没得洗，美国人都看不下去了,1900340569,https://www.bilibili.com/video/BV1am411Q7Jr,1707534240,梅西的所作所为没得洗，美国人都看不下去了 #梅西 #热点,67299944,218223,4042,3813,911,7233,1399103,1861
【补档】老八救梅西粉丝,1301266124,https://www.bilibili.com/video/BV1mu4m1w7eN,1709638083,BUG真是个好人！,71944319,812,191,76,288,119,24567,145
c罗十大败坏人品时刻 他永远不如梅西,1300308178,https://www.bilibili.com/video/BV1fu4m1N7gk,1707457439,致敬传奇捕鼠队长托马斯穆勒,1180781584,1617,140,711,121,163,89972,109
梅西这次让我很失望,1050425515,https://www.bilibili.com/video/BV1nH4y1h7YF,1707311018,-,1986415723,24370,1046,734,39,924,299955,134
梅西会成为阿根廷总统吗？,1100252369,https://www.bilibili.com/video/BV1DA4m1V7nz,1707537170,梅西会成为阿根廷总统吗？,3546566730189719,834,10,335,79,124,89554,80
阿根廷前总统：如果梅西夺冠 明年选他当总统,433566197,https://www.bilibili.com/video/BV1EG411M7Cv,1670498474,阿根廷前总统：如果梅西夺冠，明年选他当总统。,526235992,20152,108,757,1407,1062,613414,153
梅西走了吗？梅走！,529909921,https://www.bilibili.com/video/BV1Fu411a7SQ,1687014706,-,51033647,50016,801,684,3746,3958,1231283,326
CNN报道梅西不上场事件，这下丢人丢到全世界了吧！ 评论区网友替香港抱不平：梅西应该向中国球迷道歉！ #美媒评梅西未出场#,1100356775,https://www.bilibili.com/video/BV1HA4m157GS,1707213020,-,16069036,3998,103,1593,496,627,211977,7
这下真闹大了，再也没有回旋余地了！  当梅西今晚在神户替补出场的那一刻开始，梅西香港行没有出场这件事性质就真的变了！  如果在神户没出场，还可以让人相信你是因伤,1450448634,https://www.bilibili.com/video/BV16v421C7JT,1707384240,"这下真闹大了，再也没有回旋余地了！

当梅西今晚在神户替补出场的那一刻开始，梅西香港行没有出场这件事性质就真的变了！

如果在神户没出场，还可以让人相信你是因伤病问题而不上场，但你在神户却生龙活虎的足足踢了 30分钟，腹股沟的伤 3 天就能恢复到这样的效果？说出来估计自己也不会信吧！

很明显这不再是傲慢的问题了，而是立场的问题了，这或许是从内心里看不起中国的球迷吧，否则怎么会对到场看表演赛的几万球迷以及无法到场的中国千万球迷一点尊重都没有，事后没有道歉，也没有解释，一副无所谓的模样。",35338785,371,8,255,5,17,106003,29
地上足球：梅西被利用了？把刘翔比作梅西非蠢既坏！,1150873281,https://www.bilibili.com/video/BV1bZ42117r4,1708585426,地上足球：梅西被利用了？把刘翔比作梅西非蠢既坏！,550674844,42508,25136,4398,4784,4549,757894,7212
这是梅西吧？,820985413,https://www.bilibili.com/video/BV1U34y1f7Vs,1674741777,-,117030672,7737,112,108,89,690,245542,44
梅西首度评论马丁内斯世界杯决赛的“世纪扑救”！,566520314,https://www.bilibili.com/video/BV1ov4y1x7pc,1675781304,-,1482936000,6909,86,452,65,852,718542,305
C罗：我本应是冠军，梅西偷走了她,701559253,https://www.bilibili.com/video/BV11m4y1s7UZ,1690713944,tiktok,487065253,8977,604,626,2538,1725,271774,358
年轻的梅西VS年迈的梅西，各个角度对比，除了一项，其他转型很成功！,733158787,https://www.bilibili.com/video/BV1HD4y1v7wS,1669889896,,509752,4619,57,244,203,571,217611,124
他还是上了！迈阿密国际日本行，梅西第60分钟替补登场,1850448665,https://www.bilibili.com/video/BV1Zp421o7DS,1707305977,,302596460,18312,371,2969,1617,883,424616,1109
梅西和内马尔到底谁买单,792633674,https://www.bilibili.com/video/BV15C4y1D79k,1703246310,-,416723955,1588,13,12,0,53,202419,0
摔倒了还能传球？梅西：我的眼里只有球！,818500531,https://www.bilibili.com/video/BV1TG4y137Lm,1670474811,"人倒了？球照传！
这里是巴黎 🔴🔵",3493079673736008,42717,519,292,149,1732,1277846,53
直播回复：梅西现在和安东尼谁强？,914187647,https://www.bilibili.com/video/BV14M4y1H7Gb,1690908389,-,1591295479,3243,86,549,109,170,298827,263
有一种艺术叫梅西的外脚背！,305216116,https://www.bilibili.com/video/BV1qP411g7Uk,1668673712,收藏品级别的外脚背进球，来自30号小将梅西！,3493079673736008,28868,1511,300,317,2217,419727,74
圣人梅西形象崩塌，深度解析梅西锁喉，谁在绝代双标？终于可以脱粉梅西了！,621046229,https://www.bilibili.com/video/BV18b4y1M7sC,1700378493,圣人梅西形象崩塌，深度解析梅西锁喉，谁在绝代双标？终于可以脱粉梅西了！,456249922,7180,2948,1693,392,794,367939,784
梅西被黑的最惨的一次,219814781,https://www.bilibili.com/video/BV128411h7jQ,1667721696,-,1326762665,22230,884,461,7174,5115,266444,217
如果这个时候铲伤梅西会发生什么事？,944619982,https://www.bilibili.com/video/BV1SW4y1j77y,1667132169,,1259369395,21750,231,301,305,932,430840,113
梅西,452943842,https://www.bilibili.com/video/BV1aj411n78y,1703773784,梅西是谁呀,3537123829353227,26740,99,180,319,1323,442913,75
梅西C罗首次公开谈论国足，并提出宝贵建议,563389184,https://www.bilibili.com/video/BV1Nv4y1R7J7,1670234369,素材源自网络 纯属娱乐 支持国足！,94281836,331174,95311,3593,67898,56112,4461614,6256
在上海梅西回应后！古天乐在 演唱会上“内涵”嘲讽梅西  B站官宣超级杯,1700807497,https://www.bilibili.com/video/BV12K421b7hE,1708404780,-,413010507,1379,51,254,118,161,61186,48
科比是如何实现从全网黑到口碑逆转？这一切要全靠梅西的衬托,1150615133,https://www.bilibili.com/video/BV1DZ42127Qz,1707903193,-,1616223546,46380,1917,2946,1549,5955,1039509,1968
梅西赢得八座金球奖，球王完美转身！蝗虫联赛阿伟罗，网络自我安慰。罗迷现在都是串子？,235432956,https://www.bilibili.com/video/BV1qe411Q72N,1699051574,,108618052,28399,17856,1443,1299,3188,299073,3538
皇马淘汰巴黎！本泽马帽子戏法！姆巴佩破门难救主，梅西欧冠再遭逆转！,424696929,https://www.bilibili.com/video/BV1n3411W7er,1646884532,-,432174249,16879,3490,1735,611,1115,388459,1636
梅西22岁 VS 姆巴佩22岁,903934927,https://www.bilibili.com/video/BV1fP4y1q7ZY,1671275553,-,3493082068683350,38663,363,2288,1139,2354,968692,211
这就是球王！梅西首秀读秒任意球绝杀！贝克汉姆激动落泪！,531179763,https://www.bilibili.com/video/BV18u411V7Jm,1689999720,他还是那么爱绝杀,334932680,41715,7093,1997,3644,4295,879509,4494
梅西是如何被巴萨扫地出门的，拉波尔塔是顶级“戏儒人”？,1101457185,https://www.bilibili.com/video/BV1Hw4m1Z7AZ,1709738317,爱你们，开始恢复更新了，审核哥别卡我，爱你,472693771,4734,2681,1999,612,1251,83273,600
梅西世界杯赛后采访：我们不想吃窝窝,606004831,https://www.bilibili.com/video/BV1c84y1r764,1670655957,纯属娱乐，切勿当真^_^,291430547,5547,70,168,633,739,738690,46
史上最大的一次球迷迁徙，你是巴萨队迷还是梅西人迷？,377250775,https://www.bilibili.com/video/BV1Co4y1m7u4,1628763661,史上最大的一次球迷迁徙，你是队迷还是人迷？,365372809,11108,1834,1204,174,1302,337356,1984
直播回复：詹姆斯科比和c罗梅西谁差距大？,1301540895,https://www.bilibili.com/video/BV1Tu4m1G7fm,1709978433,-,1591295479,734,4,510,39,32,37095,31
梅西事件，是一场大型魔幻秀,1900798450,https://www.bilibili.com/video/BV1Gm411Q7TX,1708690625,,496143815,2439,1905,2243,321,790,36585,423
"梅西被铲后,食用复建火锅",1001535338,https://www.bilibili.com/video/BV1jx4y1Q7j7,1710311033,"ai换脸伏拉夫,纯属虚构,请注意甄别",28219331,167,6,16,14,13,1915,9
梅西参加日本行晚宴，全程保持微笑,1700431606,https://www.bilibili.com/video/BV1TK421y7oA,1707233823,-,1761628537,1105,34,519,154,162,110546,99
欧冠20亿之战！梅西巴黎首球斩杀曼城！,505838542,https://www.bilibili.com/video/BV1Kg411F7o6,1632904927,,105502937,55228,10161,1345,1846,4888,1385222,2977
看大家为C罗梅西疯狂的时候我想起当年熬夜看大罗小罗...还有记得那时痴迷巴乔~,525058806,https://www.bilibili.com/video/BV1bM411E74u,1677384643,当年熬夜看大罗小罗...还有记得那时痴迷巴乔~,1091145454,3777,60,33,8,108,325306,4
梅西X周杰伦：我告诉外婆，我没输，不需要改变,608018571,https://www.bilibili.com/video/BV1c84y187mM,1674112220,,643958569,16305,8272,421,1317,3790,219418,493
“日本顶级牛郎”晒与梅西合影：他对出身于陪侍行业的我没有偏见,1750317534,https://www.bilibili.com/video/BV1A4421P7Gc,1707292900,,10330740,23465,130,2363,1734,717,379434,650
万字复盘阿根廷世界杯夺冠，苹果着急为梅西洗白？,1151008539,https://www.bilibili.com/video/BV13Z42127FG,1709026810,本期解说纪录片《梅西的世界杯：传奇的崛起》，梅西在2022年卡塔尔世界杯那些不为人知的故事，他是否配得上球王这个称号，答案即将揭晓…,69221252,3215,870,1403,76,502,74576,1163
阿根廷夺冠后梅西与妻子安东内拉紧紧相拥,518889327,https://www.bilibili.com/video/BV1mg411E7Hg,1671412048,"梅西和妻子紧紧相拥。
梅西妻子安东内拉在梅西怀中抹泪。",515155585,23016,566,379,1001,2614,405264,74
峰哥爆骂梅西，怒斥梅西球迷！！,1400471200,https://www.bilibili.com/video/BV1e6421u7kH,1707334424,-,433004026,6171,707,638,1319,865,201324,596
姆巴佩有感而发！为什么他以C罗而不是梅西为偶像！,480408212,https://www.bilibili.com/video/BV1bT411m782,1673967938,-,1482936000,9492,156,1849,222,948,717900,565
反转(五)可能是最接近真相的梅西未讲话！合同+赛后曝光视频！,1800705325,https://www.bilibili.com/video/BV1zt42187As,1708164566,-,215848317,1176,585,227,110,223,28535,16
梅西我对你太失望了 扔了不要了！,1550417170,https://www.bilibili.com/video/BV1uy421h7mx,1707303873,-,236442514,8046,84,225,139,188,165006,49
【梅西】梅西一躺，吓坏一群人,390751120,https://www.bilibili.com/video/BV1Td4y147b6,1669947243,-,634300701,52374,489,362,941,5671,1184788,146
好家伙，不愧是梅老板家的猫，偷偷跟着梅西学了不少绝招吧~哈哈哈哈#梅西的猫,647892669,https://www.bilibili.com/video/BV1De4y1p7o1,1669292920,,1343761112,52568,248,94,919,3782,417562,38
突发：梅西3月杭州行取消，清算还在继续,1150279632,https://www.bilibili.com/video/BV11Z421z7Hu,1707489912,-,3546580638500936,21700,643,1925,433,961,739775,1179
地上足球：梅西在日本就痊愈？特供版道歉漏洞百出！,1800375728,https://www.bilibili.com/video/BV1et421p7Pa,1707387554,地上足球：梅西在日本就痊愈？特供版道歉漏洞百出！,550674844,127445,99964,9305,25171,18954,2027314,24717
Speed怒踩梅西！最支持Speed的一集！,1850361017,https://www.bilibili.com/video/BV1Hp421o7vv,1707317799,求审核大大通过！,244187343,3506,97,182,306,476,186793,17
全景回放梅西锁喉对手逃脱红牌！到底发生了什么？让双方大动干戈！,578606721,https://www.bilibili.com/video/BV1Fz4y1c7dd,1700194459,-,1237820971,696,34,950,202,54,99487,318
梅西不喜欢中国的其中一个原因,1000710535,https://www.bilibili.com/video/BV1Hx4y1y7U4,1707738442,-,410100437,2042,29,503,108,284,64433,110
玩了把梅西被对面五个人追着揍，你们觉得这个皮肤应该删除不,1750682038,https://www.bilibili.com/video/BV1p4421F7u3,1707642583,-,1934782217,2616,12,243,67,156,220611,67
大型纪录片《高雨田剪假梅西球衣》震撼播出！你搁这表演魔术呢，是不是下个视频就要复原梅西球衣了,1950305927,https://www.bilibili.com/video/BV1mC411z7td,1707469801,-,1758928498,10025,115,335,264,443,320186,92
孩子们，我和梅西在一起了,1551735320,https://www.bilibili.com/video/BV1sy421v7T2,1709952949,孩子们，想我了吗,3493138159110694,1763,73,102,851,426,15781,39
强如梅西和阿根廷的守护神，也曾10年替补无人问！,648919514,https://www.bilibili.com/video/BV1qe4y1K7ot,1671466764,2020年6月，阿森纳客战布莱顿的比赛，冥冥中它决定了2022年卡塔尔世界杯冠军的归属。,298387790,108,16,8,9,17,11792,90
梅西：被晃倒还是我的错了,564042728,https://www.bilibili.com/video/BV1wv4y1X7YX,1671706526,-,1296773862,3897,26,109,6,93,343919,15
地上足球：再被逆转曼联致敬梅西？滕哈格已成梅西接班人！,366620942,https://www.bilibili.com/video/BV1q94y1E75k,1701328370,地上足球：再被逆转曼联致敬梅西？滕哈格已成梅西接班人！,550674844,24039,13684,2638,4986,2194,550538,7266
日本行后，梅西推特评论区现状,1550302069,https://www.bilibili.com/video/BV1xy421Y7yb,1707466172,-,1442098025,13226,28,179,100,374,44642,25
梅西中国行 VS C罗中国行，来自求球迷的热情，理智追星,709025058,https://www.bilibili.com/video/BV1fQ4y1w7FB,1705906880,梅西中国行 VS C罗中国行，来自求球迷的热情，理智追星,3546595062712791,7925,59,764,58,806,415398,79
梅西,727984261,https://www.bilibili.com/video/BV1uS4y1n7oq,1656387695,-,1305961633,70,10,1,0,117,5096,0
梅西： 站起来吧！阿伟罗，地上凉,1351710278,https://www.bilibili.com/video/BV1h6421c71R,1709902442,-,3546626983463731,199,9,25,5,3,3421,3
再次声明：梅西澄清视频100%的AI换脸假视频，这可能是这个澄清视频最完整的制作链条,1800798415,https://www.bilibili.com/video/BV1Mt421h7Vw,1708512533,-,3493130510797052,1323,131,619,73,112,88351,59
黑化的梅西你见过没？（重投）,904056111,https://www.bilibili.com/video/BV1vP4y1B7jq,1671580214,"https://twitter.com/i/status/1604840223724212224
原作者：Willy Kanga
系统告知要投转载，故重发一次哦",1586105,15413,927,399,2262,2575,387317,138
我爱巴萨，盘点梅西历年基本工资,1150339382,https://www.bilibili.com/video/BV1MZ421U7Wa,1707534292,我爱巴萨，盘点梅西历年基本工资,389453830,1958,195,1929,211,298,98540,247
直播回复：为什么梅西评分总是很高？评分系统可靠吗。,581756148,https://www.bilibili.com/video/BV1M64y1w7yD,1706225621,-,1591295479,3098,73,1946,55,140,133953,446
“告诉我你为什么喜欢梅西，当梅西退役了你会继续看足球吗！”,983634509,https://www.bilibili.com/video/BV1ht4y157un,1658332992,-,648115335,491,27,30,11,60,4614,9
梅西谈巴黎：我拿到世界杯，却是唯一没得到俱乐部认可的阿根廷球员,746145954,https://www.bilibili.com/video/BV1tk4y1F78y,1695312939,,302596460,3402,53,1011,173,233,138069,89
梅西缺阵，迈阿密国际原形毕露，遭遇赛季首败,1451646315,https://www.bilibili.com/video/BV1Ki421o7d9,1710115975,-,492341205,269,22,63,4,7,6805,13
不要好了伤疤忘了疼！回顾2010年梅西巴萨中国行！,1950479328,https://www.bilibili.com/video/BV1jC41147Y3,1707287985,,39756291,46070,11583,6195,15845,8512,1210773,2232
梅西中国行VS梅西日本行,1500348896,https://www.bilibili.com/video/BV1fU421d7aD,1707217895,-,3546383535573974,1284,43,386,200,193,96303,64
日本第一男公关晒与梅西合影,1450464049,https://www.bilibili.com/video/BV1vv421C79g,1707278037,日本第一男公关晒与梅西合影。,1262757505,9848,28,365,113,213,135987,74
盯梅西的最轻松， 一起散步；等他启动了，反正也防不住,836014009,https://www.bilibili.com/video/BV1Cg4y1U7i9,1704947675,-,1944859556,2856,4,49,11,60,93968,12
梅西，我绝不原谅！,1700496154,https://www.bilibili.com/video/BV1tK421y7Di,1707315508,,92241267,77131,27642,7541,2189,6964,1119342,6616
本来挺喜欢梅西的,476939417,https://www.bilibili.com/video/BV1UK411i7jm,1672372734,-,443160358,70697,1070,618,8370,6945,523470,215
这样的梅西怎能让人不爱,648709325,https://www.bilibili.com/video/BV15e4y1M7dQ,1670906185,-,1793407183,21029,445,270,123,1423,580176,125
梅西在巴黎是“毒瘤” 深度剖析梅西职业生涯，他为何不如C罗,250675168,https://www.bilibili.com/video/BV1qv41137W8,1632251080,-,328351154,7877,7461,3540,5786,3220,394466,6767
梅西有多受宠 伤到梅西是该考虑考虑职业生涯了,903300190,https://www.bilibili.com/video/BV1aP4y197ka,1670161325,-,3461576703085397,13418,912,235,624,4953,591756,644
超燃！球迷高歌，陪梅西赢至世界尽头！,821213421,https://www.bilibili.com/video/BV1AG4y1u7NY,1675242636,"梅西版《直到世界尽头》

原曲：《直到世界尽头》
改词：曼吧双双老哥、曼吧范德萨
演唱：醉雪
制作：昱凯Pablo 、酒壮实",5102689,8790,8441,453,1205,4164,118728,645
科比与梅西的中国行对比,1000325144,https://www.bilibili.com/video/BV1nx4y1f7r3,1707551782,出点问题重投,23155112,5014,125,449,1133,757,154961,160
羡慕！一位女球迷趁梅西劝架的时候成功与梅西合影,493916571,https://www.bilibili.com/video/BV1RN411j7i5,1701072549,-,207876606,5387,5,98,17,117,139035,7
【中文字幕】解说都哭了：梅西吊射洛佩斯（2019普斯卡什奖提名进球）,97031913,https://www.bilibili.com/video/BV187411d7TM,1584576175,"感谢所有为字幕制作提供帮助的人，听译字幕制作时间远大于视频制作时间。
谢谢你那么可爱还给我点赞。
背景音乐：Between Worlds - Roger Subirana",121284617,12088,4848,480,1818,7682,631963,1165
羡慕坏了！梅西信守承诺为球迷签名,333786543,https://www.bilibili.com/video/BV1Ww411o7Kq,1624524442,,1375265895,10967,39,172,109,627,596406,68
迈阿密香港行大反转！还在苛责梅西的或有其他目的！被骂？我动了跪族逆鳞！C罗不雅行为，我很认可！,1601233339,https://www.bilibili.com/video/BV1w2421M7Yr,1709034034,,108618052,15451,11397,2764,967,1833,242871,3647
一觉起来球王梅西成了哟西了？,1150381923,https://www.bilibili.com/video/BV1nZ421U7sF,1707389116,,10032675,89356,1319,1548,358,2599,627213,611
